Sno,Name,Price,Orders,Date
19,Kadai Chicken,200,61,2022-10-27
20,Fish Curry,140,70,2022-10-27
1,Biryani,150,71,2022-10-28
2,Shawarma,120,73,2022-10-28
3,Appam,30,194,2022-10-28
4,Dosa,70,213,2022-10-28
5,Paratha,40,308,2022-10-28
6,Samosa,20,96,2022-10-28
7,Chicken Curry,140,90,2022-10-28
8,Paneer Tikka,180,44,2022-10-28
9,Mutton Biryani,250,69,2022-10-28
10,Rasam,70,77,2022-10-28
11,Palak Paneer,160,57,2022-10-28
12,Fried Rice,130,50,2022-10-28
13,Gulab Jamun,80,43,2022-10-28
14,Chicken 65,160,78,2022-10-28
15,Butter Chicken,200,86,2022-10-28
16,Veg Meals,110,102,2022-10-28
17,Chappathi,50,328,2022-10-28
18,Aloo Gobi,140,36,2022-10-28
19,Kadai Chicken,200,68,2022-10-28
20,Fish Curry,140,77,2022-10-28
1,Biryani,150,112,2022-10-29
2,Shawarma,120,77,2022-10-29
3,Appam,30,179,2022-10-29
4,Dosa,70,210,2022-10-29
5,Paratha,40,330,2022-10-29
6,Samosa,20,96,2022-10-29
7,Chicken Curry,140,74,2022-10-29
8,Paneer Tikka,180,26,2022-10-29
9,Mutton Biryani,250,36,2022-10-29
10,Rasam,70,62,2022-10-29
11,Palak Paneer,160,27,2022-10-29
12,Fried Rice,130,50,2022-10-29
13,Gulab Jamun,80,53,2022-10-29
14,Chicken 65,160,85,2022-10-29
15,Butter Chicken,200,95,2022-10-29
16,Veg Meals,110,74,2022-10-29
17,Chappathi,50,341,2022-10-29
18,Aloo Gobi,140,50,2022-10-29
19,Kadai Chicken,200,82,2022-10-29
20,Fish Curry,140,75,2022-10-29
1,Biryani,150,126,2022-10-30
2,Shawarma,120,70,2022-10-30
3,Appam,30,187,2022-10-30
4,Dosa,70,208,2022-10-30
5,Paratha,40,345,2022-10-30
6,Samosa,20,84,2022-10-30
7,Chicken Curry,140,107,2022-10-30
8,Paneer Tikka,180,25,2022-10-30
9,Mutton Biryani,250,53,2022-10-30
10,Rasam,70,64,2022-10-30
11,Palak Paneer,160,59,2022-10-30
12,Fried Rice,130,63,2022-10-30
13,Gulab Jamun,80,51,2022-10-30
14,Chicken 65,160,97,2022-10-30
15,Butter Chicken,200,104,2022-10-30
16,Veg Meals,110,72,2022-10-30
17,Chappathi,50,366,2022-10-30
18,Aloo Gobi,140,33,2022-10-30
19,Kadai Chicken,200,98,2022-10-30
20,Fish Curry,140,67,2022-10-30
1,Biryani,150,57,2022-10-31
2,Shawarma,120,84,2022-10-31
3,Appam,30,201,2022-10-31
4,Dosa,70,205,2022-10-31
5,Paratha,40,294,2022-10-31
6,Samosa,20,101,2022-10-31
7,Chicken Curry,140,81,2022-10-31
8,Paneer Tikka,180,45,2022-10-31
9,Mutton Biryani,250,55,2022-10-31
10,Rasam,70,78,2022-10-31
11,Palak Paneer,160,60,2022-10-31
12,Fried Rice,130,56,2022-10-31
13,Gulab Jamun,80,34,2022-10-31
14,Chicken 65,160,79,2022-10-31
15,Butter Chicken,200,101,2022-10-31
16,Veg Meals,110,89,2022-10-31
17,Chappathi,50,316,2022-10-31
18,Aloo Gobi,140,35,2022-10-31
19,Kadai Chicken,200,75,2022-10-31
20,Fish Curry,140,73,2022-10-31
1,Biryani,150,82,2022-11-01
2,Shawarma,120,57,2022-11-01
3,Appam,30,200,2022-11-01
4,Dosa,70,208,2022-11-01
5,Paratha,40,301,2022-11-01
6,Samosa,20,104,2022-11-01
7,Chicken Curry,140,84,2022-11-01
8,Paneer Tikka,180,47,2022-11-01
9,Mutton Biryani,250,43,2022-11-01
10,Rasam,70,80,2022-11-01
11,Palak Paneer,160,51,2022-11-01
12,Fried Rice,130,79,2022-11-01
13,Gulab Jamun,80,47,2022-11-01
14,Chicken 65,160,69,2022-11-01
15,Butter Chicken,200,75,2022-11-01
16,Veg Meals,110,92,2022-11-01
17,Chappathi,50,299,2022-11-01
18,Aloo Gobi,140,49,2022-11-01
19,Kadai Chicken,200,76,2022-11-01
20,Fish Curry,140,69,2022-11-01
1,Biryani,150,78,2022-11-02
2,Shawarma,120,56,2022-11-02
3,Appam,30,197,2022-11-02
4,Dosa,70,208,2022-11-02
5,Paratha,40,302,2022-11-02
6,Samosa,20,100,2022-11-02
7,Chicken Curry,140,78,2022-11-02
8,Paneer Tikka,180,39,2022-11-02
9,Mutton Biryani,250,42,2022-11-02
10,Rasam,70,74,2022-11-02
11,Palak Paneer,160,56,2022-11-02
12,Fried Rice,130,53,2022-11-02
13,Gulab Jamun,80,31,2022-11-02
14,Chicken 65,160,90,2022-11-02
15,Butter Chicken,200,71,2022-11-02
16,Veg Meals,110,95,2022-11-02
17,Chappathi,50,298,2022-11-02
18,Aloo Gobi,140,44,2022-11-02
19,Kadai Chicken,200,68,2022-11-02
20,Fish Curry,140,84,2022-11-02
1,Biryani,150,77,2022-11-03
2,Shawarma,120,57,2022-11-03
3,Appam,30,207,2022-11-03
4,Dosa,70,207,2022-11-03
5,Paratha,40,287,2022-11-03
6,Samosa,20,104,2022-11-03
7,Chicken Curry,140,89,2022-11-03
8,Paneer Tikka,180,50,2022-11-03
9,Mutton Biryani,250,39,2022-11-03
10,Rasam,70,90,2022-11-03
11,Palak Paneer,160,45,2022-11-03
12,Fried Rice,130,39,2022-11-03
13,Gulab Jamun,80,49,2022-11-03
14,Chicken 65,160,73,2022-11-03
15,Butter Chicken,200,65,2022-11-03
16,Veg Meals,110,88,2022-11-03
17,Chappathi,50,311,2022-11-03
18,Aloo Gobi,140,43,2022-11-03
19,Kadai Chicken,200,89,2022-11-03
20,Fish Curry,140,70,2022-11-03
1,Biryani,150,85,2022-11-04
2,Shawarma,120,65,2022-11-04
3,Appam,30,189,2022-11-04
4,Dosa,70,206,2022-11-04
5,Paratha,40,322,2022-11-04
6,Samosa,20,109,2022-11-04
7,Chicken Curry,140,95,2022-11-04
8,Paneer Tikka,180,57,2022-11-04
9,Mutton Biryani,250,56,2022-11-04
10,Rasam,70,103,2022-11-04
11,Palak Paneer,160,28,2022-11-04
12,Fried Rice,130,78,2022-11-04
13,Gulab Jamun,80,42,2022-11-04
14,Chicken 65,160,84,2022-11-04
15,Butter Chicken,200,109,2022-11-04
16,Veg Meals,110,85,2022-11-04
17,Chappathi,50,313,2022-11-04
18,Aloo Gobi,140,41,2022-11-04
19,Kadai Chicken,200,97,2022-11-04
20,Fish Curry,140,76,2022-11-04
1,Biryani,150,114,2022-11-05
2,Shawarma,120,64,2022-11-05
3,Appam,30,183,2022-11-05
4,Dosa,70,203,2022-11-05
5,Paratha,40,342,2022-11-05
6,Samosa,20,77,2022-11-05
7,Chicken Curry,140,87,2022-11-05
8,Paneer Tikka,180,38,2022-11-05
9,Mutton Biryani,250,50,2022-11-05
10,Rasam,70,84,2022-11-05
11,Palak Paneer,160,44,2022-11-05
12,Fried Rice,130,47,2022-11-05
13,Gulab Jamun,80,29,2022-11-05
14,Chicken 65,160,102,2022-11-05
15,Butter Chicken,200,98,2022-11-05
16,Veg Meals,110,78,2022-11-05
17,Chappathi,50,341,2022-11-05
18,Aloo Gobi,140,14,2022-11-05
19,Kadai Chicken,200,103,2022-11-05
20,Fish Curry,140,60,2022-11-05
1,Biryani,150,123,2022-11-06
2,Shawarma,120,53,2022-11-06
3,Appam,30,183,2022-11-06
4,Dosa,70,183,2022-11-06
5,Paratha,40,348,2022-11-06
6,Samosa,20,108,2022-11-06
7,Chicken Curry,140,105,2022-11-06
8,Paneer Tikka,180,50,2022-11-06
9,Mutton Biryani,250,52,2022-11-06
10,Rasam,70,36,2022-11-06
11,Palak Paneer,160,24,2022-11-06
12,Fried Rice,130,55,2022-11-06
13,Gulab Jamun,80,47,2022-11-06
14,Chicken 65,160,99,2022-11-06
15,Butter Chicken,200,106,2022-11-06
16,Veg Meals,110,75,2022-11-06
17,Chappathi,50,367,2022-11-06
18,Aloo Gobi,140,4,2022-11-06
19,Kadai Chicken,200,106,2022-11-06
20,Fish Curry,140,67,2022-11-06
1,Biryani,150,73,2022-11-07
2,Shawarma,120,61,2022-11-07
3,Appam,30,202,2022-11-07
4,Dosa,70,203,2022-11-07
5,Paratha,40,303,2022-11-07
6,Samosa,20,99,2022-11-07
7,Chicken Curry,140,83,2022-11-07
8,Paneer Tikka,180,54,2022-11-07
9,Mutton Biryani,250,65,2022-11-07
10,Rasam,70,84,2022-11-07
11,Palak Paneer,160,62,2022-11-07
12,Fried Rice,130,47,2022-11-07
13,Gulab Jamun,80,45,2022-11-07
14,Chicken 65,160,70,2022-11-07
15,Butter Chicken,200,64,2022-11-07
16,Veg Meals,110,88,2022-11-07
17,Chappathi,50,306,2022-11-07
18,Aloo Gobi,140,52,2022-11-07
19,Kadai Chicken,200,74,2022-11-07
20,Fish Curry,140,73,2022-11-07
1,Biryani,150,75,2022-11-08
2,Shawarma,120,67,2022-11-08
3,Appam,30,200,2022-11-08
4,Dosa,70,203,2022-11-08
5,Paratha,40,299,2022-11-08
6,Samosa,20,108,2022-11-08
7,Chicken Curry,140,85,2022-11-08
8,Paneer Tikka,180,50,2022-11-08
9,Mutton Biryani,250,68,2022-11-08
10,Rasam,70,73,2022-11-08
11,Palak Paneer,160,51,2022-11-08
12,Fried Rice,130,68,2022-11-08
13,Gulab Jamun,80,48,2022-11-08
14,Chicken 65,160,73,2022-11-08
15,Butter Chicken,200,73,2022-11-08
16,Veg Meals,110,93,2022-11-08
17,Chappathi,50,333,2022-11-08
18,Aloo Gobi,140,49,2022-11-08
19,Kadai Chicken,200,72,2022-11-08
20,Fish Curry,140,65,2022-11-08
1,Biryani,150,74,2022-11-09
2,Shawarma,120,59,2022-11-09
3,Appam,30,205,2022-11-09
4,Dosa,70,205,2022-11-09
5,Paratha,40,296,2022-11-09
6,Samosa,20,112,2022-11-09
7,Chicken Curry,140,84,2022-11-09
8,Paneer Tikka,180,51,2022-11-09
9,Mutton Biryani,250,40,2022-11-09
10,Rasam,70,88,2022-11-09
11,Palak Paneer,160,65,2022-11-09
12,Fried Rice,130,48,2022-11-09
13,Gulab Jamun,80,53,2022-11-09
14,Chicken 65,160,84,2022-11-09
15,Butter Chicken,200,89,2022-11-09
16,Veg Meals,110,86,2022-11-09
17,Chappathi,50,323,2022-11-09
18,Aloo Gobi,140,48,2022-11-09
19,Kadai Chicken,200,76,2022-11-09
20,Fish Curry,140,76,2022-11-09
1,Biryani,150,67,2022-11-10
2,Shawarma,120,60,2022-11-10
3,Appam,30,212,2022-11-10
4,Dosa,70,216,2022-11-10
5,Paratha,40,295,2022-11-10
6,Samosa,20,105,2022-11-10
7,Chicken Curry,140,86,2022-11-10
8,Paneer Tikka,180,57,2022-11-10
9,Mutton Biryani,250,52,2022-11-10
10,Rasam,70,83,2022-11-10
11,Palak Paneer,160,36,2022-11-10
12,Fried Rice,130,62,2022-11-10
13,Gulab Jamun,80,46,2022-11-10
14,Chicken 65,160,55,2022-11-10
15,Butter Chicken,200,63,2022-11-10
16,Veg Meals,110,101,2022-11-10
17,Chappathi,50,317,2022-11-10
18,Aloo Gobi,140,42,2022-11-10
19,Kadai Chicken,200,72,2022-11-10
20,Fish Curry,140,68,2022-11-10
1,Biryani,150,69,2022-11-11
2,Shawarma,120,64,2022-11-11
3,Appam,30,200,2022-11-11
4,Dosa,70,209,2022-11-11
5,Paratha,40,325,2022-11-11
6,Samosa,20,104,2022-11-11
7,Chicken Curry,140,83,2022-11-11
8,Paneer Tikka,180,65,2022-11-11
9,Mutton Biryani,250,49,2022-11-11
10,Rasam,70,83,2022-11-11
11,Palak Paneer,160,36,2022-11-11
12,Fried Rice,130,27,2022-11-11
13,Gulab Jamun,80,49,2022-11-11
14,Chicken 65,160,92,2022-11-11
15,Butter Chicken,200,89,2022-11-11
16,Veg Meals,110,77,2022-11-11
17,Chappathi,50,305,2022-11-11
18,Aloo Gobi,140,43,2022-11-11
19,Kadai Chicken,200,80,2022-11-11
20,Fish Curry,140,80,2022-11-11
1,Biryani,150,100,2022-11-12
2,Shawarma,120,47,2022-11-12
3,Appam,30,198,2022-11-12
4,Dosa,70,208,2022-11-12
5,Paratha,40,369,2022-11-12
6,Samosa,20,87,2022-11-12
7,Chicken Curry,140,115,2022-11-12
8,Paneer Tikka,180,39,2022-11-12
9,Mutton Biryani,250,50,2022-11-12
10,Rasam,70,54,2022-11-12
11,Palak Paneer,160,47,2022-11-12
12,Fried Rice,130,76,2022-11-12
13,Gulab Jamun,80,45,2022-11-12
14,Chicken 65,160,90,2022-11-12
15,Butter Chicken,200,101,2022-11-12
16,Veg Meals,110,93,2022-11-12
17,Chappathi,50,349,2022-11-12
18,Aloo Gobi,140,31,2022-11-12
19,Kadai Chicken,200,88,2022-11-12
20,Fish Curry,140,62,2022-11-12
1,Biryani,150,123,2022-11-13
2,Shawarma,120,77,2022-11-13
3,Appam,30,176,2022-11-13
4,Dosa,70,201,2022-11-13
5,Paratha,40,351,2022-11-13
6,Samosa,20,74,2022-11-13
7,Chicken Curry,140,101,2022-11-13
8,Paneer Tikka,180,35,2022-11-13
9,Mutton Biryani,250,61,2022-11-13
10,Rasam,70,47,2022-11-13
11,Palak Paneer,160,40,2022-11-13
12,Fried Rice,130,68,2022-11-13
13,Gulab Jamun,80,49,2022-11-13
14,Chicken 65,160,91,2022-11-13
15,Butter Chicken,200,101,2022-11-13
16,Veg Meals,110,70,2022-11-13
17,Chappathi,50,353,2022-11-13
18,Aloo Gobi,140,24,2022-11-13
19,Kadai Chicken,200,90,2022-11-13
20,Fish Curry,140,96,2022-11-13
1,Biryani,150,67,2022-11-14
2,Shawarma,120,62,2022-11-14
3,Appam,30,210,2022-11-14
4,Dosa,70,203,2022-11-14
5,Paratha,40,296,2022-11-14
6,Samosa,20,99,2022-11-14
7,Chicken Curry,140,74,2022-11-14
8,Paneer Tikka,180,47,2022-11-14
9,Mutton Biryani,250,55,2022-11-14
10,Rasam,70,85,2022-11-14
11,Palak Paneer,160,54,2022-11-14
12,Fried Rice,130,60,2022-11-14
13,Gulab Jamun,80,45,2022-11-14
14,Chicken 65,160,79,2022-11-14
15,Butter Chicken,200,78,2022-11-14
16,Veg Meals,110,88,2022-11-14
17,Chappathi,50,301,2022-11-14
18,Aloo Gobi,140,63,2022-11-14
19,Kadai Chicken,200,72,2022-11-14
20,Fish Curry,140,57,2022-11-14
1,Biryani,150,76,2022-11-15
2,Shawarma,120,62,2022-11-15
3,Appam,30,207,2022-11-15
4,Dosa,70,214,2022-11-15
5,Paratha,40,292,2022-11-15
6,Samosa,20,105,2022-11-15
7,Chicken Curry,140,87,2022-11-15
8,Paneer Tikka,180,59,2022-11-15
9,Mutton Biryani,250,53,2022-11-15
10,Rasam,70,74,2022-11-15
11,Palak Paneer,160,57,2022-11-15
12,Fried Rice,130,56,2022-11-15
13,Gulab Jamun,80,50,2022-11-15
14,Chicken 65,160,76,2022-11-15
15,Butter Chicken,200,58,2022-11-15
16,Veg Meals,110,99,2022-11-15
17,Chappathi,50,303,2022-11-15
18,Aloo Gobi,140,55,2022-11-15
19,Kadai Chicken,200,88,2022-11-15
20,Fish Curry,140,66,2022-11-15
1,Biryani,150,70,2022-11-16
2,Shawarma,120,60,2022-11-16
3,Appam,30,198,2022-11-16
4,Dosa,70,193,2022-11-16
5,Paratha,40,308,2022-11-16
6,Samosa,20,103,2022-11-16
7,Chicken Curry,140,83,2022-11-16
8,Paneer Tikka,180,58,2022-11-16
9,Mutton Biryani,250,56,2022-11-16
10,Rasam,70,80,2022-11-16
11,Palak Paneer,160,45,2022-11-16
12,Fried Rice,130,50,2022-11-16
13,Gulab Jamun,80,41,2022-11-16
14,Chicken 65,160,82,2022-11-16
15,Butter Chicken,200,73,2022-11-16
16,Veg Meals,110,91,2022-11-16
17,Chappathi,50,312,2022-11-16
18,Aloo Gobi,140,49,2022-11-16
19,Kadai Chicken,200,78,2022-11-16
20,Fish Curry,140,66,2022-11-16
1,Biryani,150,74,2022-11-17
2,Shawarma,120,64,2022-11-17
3,Appam,30,205,2022-11-17
4,Dosa,70,214,2022-11-17
5,Paratha,40,306,2022-11-17
6,Samosa,20,99,2022-11-17
7,Chicken Curry,140,84,2022-11-17
8,Paneer Tikka,180,70,2022-11-17
9,Mutton Biryani,250,41,2022-11-17
10,Rasam,70,81,2022-11-17
11,Palak Paneer,160,47,2022-11-17
12,Fried Rice,130,64,2022-11-17
13,Gulab Jamun,80,48,2022-11-17
14,Chicken 65,160,79,2022-11-17
15,Butter Chicken,200,95,2022-11-17
16,Veg Meals,110,92,2022-11-17
17,Chappathi,50,315,2022-11-17
18,Aloo Gobi,140,59,2022-11-17
19,Kadai Chicken,200,75,2022-11-17
20,Fish Curry,140,84,2022-11-17
1,Biryani,150,71,2022-11-18
2,Shawarma,120,67,2022-11-18
3,Appam,30,211,2022-11-18
4,Dosa,70,195,2022-11-18
5,Paratha,40,327,2022-11-18
6,Samosa,20,100,2022-11-18
7,Chicken Curry,140,85,2022-11-18
8,Paneer Tikka,180,48,2022-11-18
9,Mutton Biryani,250,42,2022-11-18
10,Rasam,70,77,2022-11-18
11,Palak Paneer,160,57,2022-11-18
12,Fried Rice,130,56,2022-11-18
13,Gulab Jamun,80,34,2022-11-18
14,Chicken 65,160,102,2022-11-18
15,Butter Chicken,200,72,2022-11-18
16,Veg Meals,110,87,2022-11-18
17,Chappathi,50,324,2022-11-18
18,Aloo Gobi,140,40,2022-11-18
19,Kadai Chicken,200,84,2022-11-18
20,Fish Curry,140,64,2022-11-18
1,Biryani,150,112,2022-11-19
2,Shawarma,120,82,2022-11-19
3,Appam,30,189,2022-11-19
4,Dosa,70,216,2022-11-19
5,Paratha,40,337,2022-11-19
6,Samosa,20,102,2022-11-19
7,Chicken Curry,140,84,2022-11-19
8,Paneer Tikka,180,37,2022-11-19
9,Mutton Biryani,250,51,2022-11-19
10,Rasam,70,85,2022-11-19
11,Palak Paneer,160,40,2022-11-19
12,Fried Rice,130,63,2022-11-19
13,Gulab Jamun,80,42,2022-11-19
14,Chicken 65,160,77,2022-11-19
15,Butter Chicken,200,115,2022-11-19
16,Veg Meals,110,76,2022-11-19
17,Chappathi,50,339,2022-11-19
18,Aloo Gobi,140,28,2022-11-19
19,Kadai Chicken,200,84,2022-11-19
20,Fish Curry,140,60,2022-11-19
1,Biryani,150,122,2022-11-20
2,Shawarma,120,63,2022-11-20
3,Appam,30,186,2022-11-20
4,Dosa,70,200,2022-11-20
5,Paratha,40,367,2022-11-20
6,Samosa,20,90,2022-11-20
7,Chicken Curry,140,94,2022-11-20
8,Paneer Tikka,180,28,2022-11-20
9,Mutton Biryani,250,63,2022-11-20
10,Rasam,70,56,2022-11-20
11,Palak Paneer,160,50,2022-11-20
12,Fried Rice,130,64,2022-11-20
13,Gulab Jamun,80,53,2022-11-20
14,Chicken 65,160,96,2022-11-20
15,Butter Chicken,200,92,2022-11-20
16,Veg Meals,110,57,2022-11-20
17,Chappathi,50,359,2022-11-20
18,Aloo Gobi,140,25,2022-11-20
19,Kadai Chicken,200,107,2022-11-20
20,Fish Curry,140,82,2022-11-20
1,Biryani,150,66,2022-11-21
2,Shawarma,120,69,2022-11-21
3,Appam,30,207,2022-11-21
4,Dosa,70,206,2022-11-21
5,Paratha,40,293,2022-11-21
6,Samosa,20,112,2022-11-21
7,Chicken Curry,140,82,2022-11-21
8,Paneer Tikka,180,49,2022-11-21
9,Mutton Biryani,250,53,2022-11-21
10,Rasam,70,79,2022-11-21
11,Palak Paneer,160,34,2022-11-21
12,Fried Rice,130,58,2022-11-21
13,Gulab Jamun,80,48,2022-11-21
14,Chicken 65,160,83,2022-11-21
15,Butter Chicken,200,69,2022-11-21
16,Veg Meals,110,94,2022-11-21
17,Chappathi,50,308,2022-11-21
18,Aloo Gobi,140,57,2022-11-21
19,Kadai Chicken,200,78,2022-11-21
20,Fish Curry,140,72,2022-11-21
1,Biryani,150,78,2022-11-22
2,Shawarma,120,58,2022-11-22
3,Appam,30,205,2022-11-22
4,Dosa,70,212,2022-11-22
5,Paratha,40,301,2022-11-22
6,Samosa,20,102,2022-11-22
7,Chicken Curry,140,78,2022-11-22
8,Paneer Tikka,180,48,2022-11-22
9,Mutton Biryani,250,52,2022-11-22
10,Rasam,70,90,2022-11-22
11,Palak Paneer,160,54,2022-11-22
12,Fried Rice,130,41,2022-11-22
13,Gulab Jamun,80,39,2022-11-22
14,Chicken 65,160,80,2022-11-22
15,Butter Chicken,200,88,2022-11-22
16,Veg Meals,110,86,2022-11-22
17,Chappathi,50,318,2022-11-22
18,Aloo Gobi,140,50,2022-11-22
19,Kadai Chicken,200,70,2022-11-22
20,Fish Curry,140,59,2022-11-22
1,Biryani,150,80,2022-11-23
2,Shawarma,120,68,2022-11-23
3,Appam,30,199,2022-11-23
4,Dosa,70,212,2022-11-23
5,Paratha,40,301,2022-11-23
6,Samosa,20,105,2022-11-23
7,Chicken Curry,140,87,2022-11-23
8,Paneer Tikka,180,42,2022-11-23
9,Mutton Biryani,250,51,2022-11-23
10,Rasam,70,75,2022-11-23
11,Palak Paneer,160,64,2022-11-23
12,Fried Rice,130,67,2022-11-23
13,Gulab Jamun,80,34,2022-11-23
14,Chicken 65,160,89,2022-11-23
15,Butter Chicken,200,90,2022-11-23
16,Veg Meals,110,97,2022-11-23
17,Chappathi,50,315,2022-11-23
18,Aloo Gobi,140,48,2022-11-23
19,Kadai Chicken,200,80,2022-11-23
20,Fish Curry,140,65,2022-11-23
1,Biryani,150,80,2022-11-24
2,Shawarma,120,58,2022-11-24
3,Appam,30,198,2022-11-24
4,Dosa,70,222,2022-11-24
5,Paratha,40,298,2022-11-24
6,Samosa,20,103,2022-11-24
7,Chicken Curry,140,93,2022-11-24
8,Paneer Tikka,180,50,2022-11-24
9,Mutton Biryani,250,52,2022-11-24
10,Rasam,70,88,2022-11-24
11,Palak Paneer,160,44,2022-11-24
12,Fried Rice,130,53,2022-11-24
13,Gulab Jamun,80,35,2022-11-24
14,Chicken 65,160,71,2022-11-24
15,Butter Chicken,200,78,2022-11-24
16,Veg Meals,110,103,2022-11-24
17,Chappathi,50,316,2022-11-24
18,Aloo Gobi,140,42,2022-11-24
19,Kadai Chicken,200,70,2022-11-24
20,Fish Curry,140,86,2022-11-24
1,Biryani,150,83,2022-11-25
2,Shawarma,120,70,2022-11-25
3,Appam,30,202,2022-11-25
4,Dosa,70,210,2022-11-25
5,Paratha,40,319,2022-11-25
6,Samosa,20,104,2022-11-25
7,Chicken Curry,140,71,2022-11-25
8,Paneer Tikka,180,47,2022-11-25
9,Mutton Biryani,250,58,2022-11-25
10,Rasam,70,81,2022-11-25
11,Palak Paneer,160,43,2022-11-25
12,Fried Rice,130,64,2022-11-25
13,Gulab Jamun,80,60,2022-11-25
14,Chicken 65,160,99,2022-11-25
15,Butter Chicken,200,87,2022-11-25
16,Veg Meals,110,74,2022-11-25
17,Chappathi,50,320,2022-11-25
18,Aloo Gobi,140,44,2022-11-25
19,Kadai Chicken,200,82,2022-11-25
20,Fish Curry,140,96,2022-11-25
1,Biryani,150,112,2022-11-26
2,Shawarma,120,72,2022-11-26
3,Appam,30,190,2022-11-26
4,Dosa,70,197,2022-11-26
5,Paratha,40,344,2022-11-26
6,Samosa,20,96,2022-11-26
7,Chicken Curry,140,76,2022-11-26
8,Paneer Tikka,180,42,2022-11-26
9,Mutton Biryani,250,34,2022-11-26
10,Rasam,70,77,2022-11-26
11,Palak Paneer,160,48,2022-11-26
12,Fried Rice,130,57,2022-11-26
13,Gulab Jamun,80,50,2022-11-26
14,Chicken 65,160,102,2022-11-26
15,Butter Chicken,200,113,2022-11-26
16,Veg Meals,110,75,2022-11-26
17,Chappathi,50,336,2022-11-26
18,Aloo Gobi,140,28,2022-11-26
19,Kadai Chicken,200,77,2022-11-26
20,Fish Curry,140,62,2022-11-26
1,Biryani,150,123,2022-11-27
2,Shawarma,120,63,2022-11-27
3,Appam,30,180,2022-11-27
4,Dosa,70,199,2022-11-27
5,Paratha,40,369,2022-11-27
6,Samosa,20,91,2022-11-27
7,Chicken Curry,140,106,2022-11-27
8,Paneer Tikka,180,30,2022-11-27
9,Mutton Biryani,250,55,2022-11-27
10,Rasam,70,56,2022-11-27
11,Palak Paneer,160,46,2022-11-27
12,Fried Rice,130,43,2022-11-27
13,Gulab Jamun,80,56,2022-11-27
14,Chicken 65,160,90,2022-11-27
15,Butter Chicken,200,99,2022-11-27
16,Veg Meals,110,75,2022-11-27
17,Chappathi,50,343,2022-11-27
18,Aloo Gobi,140,39,2022-11-27
19,Kadai Chicken,200,105,2022-11-27
20,Fish Curry,140,60,2022-11-27
1,Biryani,150,68,2022-11-28
2,Shawarma,120,68,2022-11-28
3,Appam,30,194,2022-11-28
4,Dosa,70,209,2022-11-28
5,Paratha,40,301,2022-11-28
6,Samosa,20,107,2022-11-28
7,Chicken Curry,140,86,2022-11-28
8,Paneer Tikka,180,52,2022-11-28
9,Mutton Biryani,250,59,2022-11-28
10,Rasam,70,65,2022-11-28
11,Palak Paneer,160,49,2022-11-28
12,Fried Rice,130,59,2022-11-28
13,Gulab Jamun,80,42,2022-11-28
14,Chicken 65,160,79,2022-11-28
15,Butter Chicken,200,54,2022-11-28
16,Veg Meals,110,86,2022-11-28
17,Chappathi,50,313,2022-11-28
18,Aloo Gobi,140,48,2022-11-28
19,Kadai Chicken,200,79,2022-11-28
20,Fish Curry,140,65,2022-11-28
1,Biryani,150,77,2022-11-29
2,Shawarma,120,63,2022-11-29
3,Appam,30,201,2022-11-29
4,Dosa,70,213,2022-11-29
5,Paratha,40,291,2022-11-29
6,Samosa,20,102,2022-11-29
7,Chicken Curry,140,78,2022-11-29
8,Paneer Tikka,180,51,2022-11-29
9,Mutton Biryani,250,67,2022-11-29
10,Rasam,70,95,2022-11-29
11,Palak Paneer,160,36,2022-11-29
12,Fried Rice,130,61,2022-11-29
13,Gulab Jamun,80,35,2022-11-29
14,Chicken 65,160,75,2022-11-29
15,Butter Chicken,200,77,2022-11-29
16,Veg Meals,110,78,2022-11-29
17,Chappathi,50,313,2022-11-29
18,Aloo Gobi,140,59,2022-11-29
19,Kadai Chicken,200,80,2022-11-29
20,Fish Curry,140,75,2022-11-29
1,Biryani,150,79,2022-11-30
2,Shawarma,120,64,2022-11-30
3,Appam,30,204,2022-11-30
4,Dosa,70,208,2022-11-30
5,Paratha,40,305,2022-11-30
6,Samosa,20,97,2022-11-30
7,Chicken Curry,140,87,2022-11-30
8,Paneer Tikka,180,52,2022-11-30
9,Mutton Biryani,250,63,2022-11-30
10,Rasam,70,83,2022-11-30
11,Palak Paneer,160,56,2022-11-30
12,Fried Rice,130,62,2022-11-30
13,Gulab Jamun,80,44,2022-11-30
14,Chicken 65,160,81,2022-11-30
15,Butter Chicken,200,72,2022-11-30
16,Veg Meals,110,99,2022-11-30
17,Chappathi,50,318,2022-11-30
18,Aloo Gobi,140,42,2022-11-30
19,Kadai Chicken,200,84,2022-11-30
20,Fish Curry,140,79,2022-11-30
1,Biryani,150,66,2022-12-01
2,Shawarma,120,65,2022-12-01
3,Appam,30,204,2022-12-01
4,Dosa,70,205,2022-12-01
5,Paratha,40,292,2022-12-01
6,Samosa,20,99,2022-12-01
7,Chicken Curry,140,92,2022-12-01
8,Paneer Tikka,180,54,2022-12-01
9,Mutton Biryani,250,39,2022-12-01
10,Rasam,70,88,2022-12-01
11,Palak Paneer,160,40,2022-12-01
12,Fried Rice,130,58,2022-12-01
13,Gulab Jamun,80,38,2022-12-01
14,Chicken 65,160,68,2022-12-01
15,Butter Chicken,200,66,2022-12-01
16,Veg Meals,110,85,2022-12-01
17,Chappathi,50,334,2022-12-01
18,Aloo Gobi,140,50,2022-12-01
19,Kadai Chicken,200,66,2022-12-01
20,Fish Curry,140,69,2022-12-01
